"","item","cond","P1","P2","Stimulus"
"42",6,2,"Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive.","The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area.","Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive. The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area."
"43",6,3,"Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had a much nicer and more expensive car than Barry. Harriet liked her neighbour Olive.","The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area.","Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had a much nicer and more expensive car than Barry. Harriet liked her neighbour Olive. The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area."
"44",6,4,"Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive.","The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere before  the bridge as there had been reports of drug smuggling in the area.","Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive. The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere before  the bridge as there had been reports of drug smuggling in the area."
"45",6,5,"The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere before  the bridge as there had been reports of drug smuggling in the area.","Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had a much nicer and more expensive car than Barry. Harriet liked her neighbour Olive.","The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere before  the bridge as there had been reports of drug smuggling in the area. Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had a much nicer and more expensive car than Barry. Harriet liked her neighbour Olive."
"46",6,6,"The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area.","Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive.","The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area. Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive."
"47",6,7,"The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere before  the bridge as there had been reports of drug smuggling in the area.","Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive.","The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere before  the bridge as there had been reports of drug smuggling in the area. Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had an even less expensive car than Barry. Harriet liked her neighbour Olive."
"48",6,8,"The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area.","Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had a much nicer and more expensive car than Barry. Harriet liked her neighbour Olive.","The A67 highway was one of the longest roads in the country. It spanned almost all of it, and ran over the river Stig. Heading to Innsmouth from Ipswich people have to cross the bridge over the river. Somewhere before this bridge there was a rest stop that offered travellers bed and breakfast. It was a popular place and saw a great many visitors, making it a profitable place to own. A checkpoint had been set up by the police somewhere after the rest stop as there had been reports of drug smuggling in the area. Harriet often travelled the long A67 highway. She had what she considered to be one of the most expensive cars in her neighbourhood, far more expensive than her neighbour Barry’s car. The two didn’t much like each other and it made her happy that he struggled to purchase his car whereas she could easily afford hers. Harriet’s other neighbour Olive had a much nicer and more expensive car than Barry. Harriet liked her neighbour Olive."
"49",7,1,"Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year. The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar."
"50",7,2,"Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year. The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar."
"51",7,3,"Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year. The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar."
"52",7,4,"Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year. The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar."
"53",7,5,"The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar. Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year."
"54",7,6,"The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar. Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year."
"55",7,7,"The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. Somewhere to the left of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar. Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. It was apparent that their popularity had surpassed that of the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year."
"56",7,8,"The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar.","Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year.","The party hall had been rented out for the high school’s prom. The theme was 1950’s and the hall had been decorated accordingly with bunting and posters from the era. To the right of the table with snacks and refreshments stood a photo booth, where students could have their pictures taken in their fancy dress consumes. To the right of the photo booth stood a table where students could write their well wishes to their fellow students, teachers, parents or anyone that had helped them get through the year.  All the tickets for the prom had sold out almost immediately, it was set to be the biggest event in the school calendar. Sunnydale high school was like any other high school. It was filled with tightly knit groups of friends bound together by their favourite activities. The basketball group was quite popular even more popular than the football group. This may have been down to their recent win streak against their rival high school, which had put them well on their way to the regional basketball finals. On another hand the art club had recently also exploded in popularity due to their incredibly successful summer exhibition which drew crowds from all over town. Though they were still less popular than the basketball group . The groups weren’t technically rival groups, but their popularity would influence where the school board would allocate the most funding for the next year."
"57",8,1,"The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, like Ralph was a much better runner than Mike. This was going to be another tough one for Mike.","The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were infront of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity.","The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, like Ralph was a much better runner than Mike. This was going to be another tough one for Mike. The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were infront of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity."
"58",8,2,"The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, unlike Ralph wasn’t a better runner than Mike . This was still going to be another tough one for Mike.","The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were behind of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity.","The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, unlike Ralph wasn’t a better runner than Mike . This was still going to be another tough one for Mike.The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were behind of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity."
"59",8,3,"The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, like Ralph was a much better runner than Mike. This was going to be another tough one for Mike.","The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were behind of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity.","The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, like Ralph was a much better runner than Mike. This was going to be another tough one for Mike. The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were behind of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity."
"60",8,4,"The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, unlike Ralph wasn’t a better runner than Mike . This was still going to be another tough one for Mike.","The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were infront of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity.","The Dunwich marathon drew crowds and runners from all over the county. Mike and his two friends, Ralph and Dustin, had come from two towns over in order to participate. Mike knew that he wasn’t as good of a runner as Ralph and Ralph would often be finished for at least ten minutes by the time Mike got to the finish. Dustin was a relatively new friend of theirs having only joined their company a few months ago, but they absolutely loved his company. As soon as the marathon began it became apparent that Dustin, unlike Ralph wasn’t a better runner than Mike . This was still going to be another tough one for Mike.The marathon was held every year in Dunwich. Every runner had to have a charity for which they were running.  Most of the time the runners that ran for a big charity would run in a group together in order to stand out more for the crowds that gathered along the roads.  The Runners of the local hospice knew they were behind the runners of the wildlife charity. It didn’t matter who won of course so long as money was raised and everyone had fun. The runners from the cancer charity knew they were infront of the runners from the hospice, which encouraged them. It would be a spectacular finish with a great deal of money raised for charity."
